k [1/Mpc],P(k) [Mpc^3]
0.001,3534.036783536269
0.0010312831606721848,3640.770122803577
0.0010635449574860113,3750.537356139796
0.0010968160052731383,3863.410711241408
0.0011311278765939214,3979.46276037647
0.0011665131316981963,4098.766321206847
0.0012030053494233243,4221.39494742695
0.001240639159058832,4347.42258448776
0.0012794502732078738,4476.923238511403
0.0013194755216767062,4609.971374024334
0.0013607528864243335,4746.641562240635
0.001403321537605485,4887.007626397087
0.0014472218707411348,5031.143317261351
0.0014924955450518296,5179.12225257781
0.0015391855229902058,5331.016955843064
0.0015873361110102092,5486.899277436551
0.0016369930016117025,5646.84053332309
0.0016882033167003635,5810.910362758139
0.0017410156523040162,5979.176832586513
0.0017954801246878311,6151.706919468104
0.001851648417912155,6328.5654810285505
0.0019095738328780976,6509.814824073641
0.0019693113379074226,6695.515436006865
0.0020309176209047358,6885.725175479019
0.00209445114315147,7080.498249897259
0.0021599721947827186,7279.886116026893
0.002227542951999558,7483.937063008158
0.002297227536071153,7692.694899089434
0.0023690920741826337,7906.199632221715
0.0024432047621864884,8124.487317376878
0.0025196359293170154,8347.588403120317
0.002598458104929249,8575.5281624957
0.002679746087325691,8808.32696171617
0.0027635770147361595,9045.998544916649
0.0028500304385181076,9288.549869902214
0.002939188398646887,9535.981841964449
0.0030311355015675786,9788.287829904973
0.003125959000482281,10045.452712465276
0.0032237488781490294,10307.4539749841
0.0033245979322709418,10574.260486805939
0.0034286018635565864,10845.830516409545
0.0035358593665351795,11122.113290432339
0.0036464722232127486,11403.048109904248
0.0037605453996581717,11688.560551611245
0.0038781871456107235,11978.564694451861
0.003999509097203665,12272.963518905084
0.004124626382901352,12571.645281460223
0.004253657732750387,12874.484469664661
0.004386725591048499,13181.343120248777
0.004523956232538054,13492.068085365707
0.004665479882234474,13806.49057789844
0.00481143083900326,14124.427882157277
0.004961947603002905,14445.675359750396
0.005117173007114606,14770.000041763411
0.005277254352483538,15097.151276641449
0.005442343548300268,15426.869557124632
0.005612597255954973,15758.903364182921
0.005788177037701276,16092.991474666662
0.005969249509970734,16428.843546031494
0.0061559865014835105,16766.06596765717
0.006348565216305219,17104.210969146556
0.006547168402004739,17442.809495463767
0.006751984523072504,17781.410376771946
0.006963207939763887,18119.569123756723
0.007181039092537352,18456.823217944606
0.007405684692262439,18792.694871142157
0.007637357916378023,19126.692154274275
0.007876278611187058,19458.306516684068
0.008122673500479715,19786.98351029449
0.008376776400682922,20112.09100815292
0.008638828442740451,20432.969648392318
0.00890907830093414,20748.934183448084
0.009187782428863334,21059.25618464478
0.009475205302806548,21363.18336679147
0.009771619672696179,21659.943153436787
0.010077306820944614,21948.721238593676
0.010392556829367128,22228.677776168483
0.010717668854455029,22498.95949757677
0.011052951411260219,22758.67910809011
0.011398722666160524,23006.92291569007
0.011755310738783695,23242.771590732053
0.012123054013376525,23465.268050897208
0.012502301459914562,23673.40696997698
0.012893412965257155,23866.184444639606
0.013296759674662125,24042.5886717009
0.013712724343984005,24201.579427890854
0.014141701702890237,24342.129679050046
0.014584098829439866,24463.227634133105
0.015040335536380253,24563.846126390992
0.015510844769528404,24642.98285219119
0.015996073018614877,24699.676903371932
0.016496480740980212,24732.984285694507
0.017012542798525897,24742.00292200431
0.017544748908334597,24725.89914305396
0.018093604107387164,24683.911638737613
0.018659629231817465,24615.359959331665
0.019243361411159808,24519.656885856188
0.019845354578058035,24396.33864271204
0.020466179993919902,24245.085163421012
0.02110642679101555,24065.6923371462
0.021766702531534603,23858.117607216376
0.022447633784132247,23622.565356325682
0.023149866718511613,23359.381206959137
0.023874067718606475,23069.07526767872
0.02462092401494627,22752.52437033818
0.025391144336803482,22410.78971195326
0.026185459584742336,22045.053643947318
0.02700462352420683,21656.931125178875
0.02784941350080645,21248.299062890477
0.0287206311779783,20821.07059927324
0.02961910329772555,20377.57260719684
0.030545682465154333,19920.5255274993
0.03150124795755329,19452.573728592884
0.03248670655878377,18976.53573414851
0.033502993419772316,18495.6202156409
0.034551072945922204,18012.871881422932
0.03563193971228586,17531.353810618108
0.03674661940736691,17054.750434137342
0.037896169806447194,16586.575722097965
0.03908168177536267,16129.876569119093
0.04030428030568053,15686.72899744215
0.0415651255822599,15258.702840564376
0.04286541408420929,14847.26837406244
0.044206379720285335,14455.152492056492
0.045589294999810626,14085.816387763842
0.04701547224022133,13742.209107710409
0.04848626481239083,13423.770159652995
0.05000306842491095,13126.98273643535
0.05156732244854968,12848.515168312912
0.05318051128214202,12585.34232827494
0.05484416576121021,12334.694231584608
0.05655986461065008,12093.53180774839
0.058329235942862066,11857.628427440462
0.06015395880274839,11622.765921924112
0.062035764761042736,11384.563770559147
0.06397643955748429,11138.661265732848
0.06597782479539538,10879.335944644725
0.06804181968927103,10599.537399795221
0.07017038286703833,10293.987676630722
0.0723655342286966,9959.764542113664
0.07462935686310139,9596.659283418536
0.0769639990247116,9207.49884927431
0.07937167617217551,8797.946748115606
0.0818546730706903,8375.800898840322
0.08441534596012984,7950.12403054435
0.08705612479099864,7530.080259244988
0.08977951553033328,7124.633779229561
0.0925881025397396,6742.370973609537
0.095484551027823,6391.069098950501
0.0984716095793378,6077.098226007382
0.10155211276345685,5805.023271579144
0.1047289838236359,5575.2753268714905
0.10800523745162532,5384.732798528244
0.11138398264826196,5225.390049318214
0.11486842567375537,5086.0931747165205
0.11846187309026847,4953.796040597031
0.12216773489967929,4815.229233382211
0.1259895277795028,4659.224374437513
0.12993087842004167,4478.479215760366
0.13399552696593392,4271.23373831223
0.13818733056536328,4041.635066386262
