k [1/Mpc],P(k) [Mpc^3]
0.0001,1699.3593973662837
0.00010392556829367125,1765.9558104101577
0.00010800523745162529,1835.152888807778
0.00011224505680853065,1907.0511955410307
0.00011665131316981963,1981.7547391122753
0.00012123054013376525,2059.3713468677233
0.00012598952777950273,2140.012980013196
0.00013093533273536104,2223.7959172397764
0.00013607528864243335,2310.840750970639
0.00014141701702890234,2401.2721953905193
0.00014696843861124463,2495.219417916391
0.00015273778503907136,2592.816327229473
0.00015873361110102093,2694.2017257173943
0.00016496480740980205,2799.519452346068
0.0001714406135851971,2908.9180562039883
0.00017817063195457305,3022.551060898289
0.00018516484179121546,3140.5774595925895
0.000192433614111598,3263.161927127907
0.00019998772705352857,3390.474953097348
0.0002078383818579757,3522.692401307412
0.00021599721947827182,3659.995527991428
0.0002244763378413224,3802.5716621685997
0.0002332883097864157,3950.6140454964698
0.00024244620170823283,4104.322215993853
0.0002519635929317015,4263.901935573915
0.0002618545958474233,4429.564990528241
0.0002721338768375308,4601.529789411116
0.0002828166780230032,4780.020545252768
0.0002939188398646886,4965.267700133909
0.0003054568246515432,5157.508350396404
0.00031744774091091926,5356.985707299981
0.00032990936877709396,5563.949805510726
0.00034286018635565856,5778.656652480119
0.00035631939712285854,6001.368153143553
0.000370306958400514,6232.35279200617
0.00038484361094874304,6471.884175068509
0.0003999509097203664,6720.242036451034
0.00041565125582259895,6977.711801491076
0.00043196792973341727,7244.583806545363
0.0004489251258218605,7521.154285820656
0.0004665479882234472,7807.723555860116
0.000484862648123908,8104.596535201976
0.000503896262506515,8412.082713350228
0.0005236770544204653,8730.494367853917
0.0005442343548300266,9060.147861208974
0.0005655986461065005,9401.361507058979
0.0005878016072274912,9754.455150164034
0.0006108761607505036,10119.750835372184
0.0006348565216305217,10497.569724600902
0.0006597782479539537,10888.233481958336
0.0006856782936641739,11292.062466123534
0.0007125950633568407,11709.373818350132
0.0007405684692262436,12140.482606496715
0.0007696399902471156,12585.696189529219
0.0007998527336796708,13045.31546414511
0.000831251498989063,13519.633818381582
0.0008638828442740447,14008.93209246711
0.000897795155303332,14513.48150490226
0.0009330387172620361,15033.535846422916
0.0009696657893145519,15569.330540454706
0.001007730682094461,16121.08439635428
0.0010472898382363582,16688.990940855965
0.0010884019160690055,17273.222179913868
0.0011311278765939214,17873.921926998315
0.001175531073878369,18491.200670772825
0.0012216773489967915,19125.14035916182
0.0012696351276599736,19775.787370410602
0.0013194755216767058,20443.152983395532
0.0013712724343984,21127.206604190706
0.0014251026703029975,21827.8643384798
0.0014810460488806749,22544.997757550856
0.0015391855229902056,23278.43078246718
0.001599607301861487,24027.937572204824
0.0016624009789266115,24793.241463722225
0.0017276596646690358,25574.011970409352
0.0017954801246878305,26369.86224696613
0.0018659629231817451,27180.326821385137
0.001939212572065829,28004.85286471085
0.0020153376859417325,28842.818948574928
0.002094451143151469,29693.53801683091
0.002176670253153458,30556.253101859307
0.002262116930469025,31430.13308858486
0.002350917875457286,32314.270253073482
0.002443204762186487,33207.67929832203
0.0025391144336803463,34109.28795508887
0.002638789104828933,35017.93827354983
0.002742376573264949,35932.39226021764
0.0028500304385181063,36851.333853985365
0.0029619103297725525,37773.36726371024
0.0030781821425650787,38697.019190243256
0.003199018284775064,39620.74026396273
0.0033245979322709396,40542.90681693714
0.003455107294592217,41461.833520213106
0.0035907398910610534,42375.76884051873
0.0037316968377327513,43282.89911149654
0.0038781871456107214,44181.35634975854
0.0040304280305680515,45069.220048415234
0.00418864523543527,45944.56972834202
0.004353073364731888,46805.471972814084
0.00452395623253805,47649.865776056
0.004701547224022131,48475.3883733891
0.004886109671160325,49279.612328268806
0.005077917243205399,50060.73068221095
0.005277254352483535,50817.578780162105
0.005484416576121017,51548.662089442325
0.005699711094326071,52250.48595480118
0.005923457145875801,52918.870121452004
0.006155986501483508,53550.518277366195
0.006397643955748424,54143.61467726724
0.0066487878384172625,54696.541089300874
0.0069097905457156435,55207.77802815066
0.007181039092537346,55675.90314547698
0.007462935686310132,56099.35589373993
0.007755898323389004,56476.072091378526
0.00806036140886134,56803.97719893722
0.008376776400682916,57081.01821390608
0.008705612479099857,57305.1871621123
0.009047357242349292,57474.62532861984
0.00940251742967013,57587.72994493535
0.009771619672696168,57643.084605888354
0.010155211276345676,57639.430316077036
0.010553861030365234,57575.673527905245
